ANIO,CCDD,CCPP,CCDI,CONGLOMERADO,NSELUA,UA,costo_semilla,costo_abono,costo_fertilizantes,costo_plaguicidas,factor_cost,produccion_kg,venta_kg,area_cosechada_ha,area_sembrada_ha,plantas_cosechadas,venta_valor_soles,precio_chacra_kg,factor_prod,P204_TIPO,P205_TOT,P206_INI_MES,P206_INI_ANIO,P207_FIN_MES,P207_FIN_ANIO,P208,P211_1,P211_2,P211_3,P211_4,P211_5,P211_8,P212,P213,P214,P215,P221_1,P221_2,P222_1,P222_2,P222_3,P222_4,P222_5,P222_6,P222_7,P219_UM,costo_total,costo_por_kg,FACTOR_PRODUCTOR,rendimiento_kg_ha,densidad_plantas_ha,porcentaje_vendido,costo_abono_kg,costo_fertilizantes_kg,costo_plaguicidas_kg,participacion_fertilizantes,participacion_plaguicidas,duracion_cosecha_meses,es_outlier,P209_MES,P209_ANIO,P223_1,P223_2,P223_3,P223_4,P223_5,P223_6,P223A,P223B_1,P223B_2,P223B_3,P223B_4,P223B_5,P223B_6,P223B_7,P223B_8,NSEGM,ID_PROD
2021,13,01,07,07455,00118,11,0.0,0.0,3.0,3.0,97.2392857142857,42.0,30.0,0.004,0.0,2,100.0,3.3333,97.2392857142857,2,1,4,2021,6,2021,3,0,0,0,0,0,0,2,4,,,1,0,0,0,0,0,0,1,0,UNIDADES,6.0,0.14285714285714285,97.2392857142857,10500.0,500.0,0.7142857142857143,0.0,0.07142857142857142,0.07142857142857142,0.5,0.5,3,0,,,,,,,,,,,,,,,,,,,
2021,13,01,08,07432,00064,9,0.0,40.0,75.0,0.0,97.2392857142857,1353.0,1320.0,0.075,0.0,150,4400.0,3.3333,97.2392857142857,2,1,7,2021,7,2021,1,1,1,0,0,0,0,2,7,,,1,0,0,1,0,0,0,0,0,UNIDADES,115.0,0.08499630450849963,97.2392857142857,18040.0,2000.0,0.975609756097561,0.029563932002956393,0.05543237250554324,0.0,0.6521739130434783,0.0,1,0,,,,,,,,,,,,,,,,,,,
2021,13,01,10,07426,00002,1,0.0,100.0,150.0,150.0,104.719230769231,2800.0,1400.0,0.2,0.0,100,3500.0,2.5,104.719230769231,2,1,7,2021,8,2021,3,1,0,0,0,0,0,2,7,,,1,0,0,1,0,0,0,0,0,JABAS,400.0,0.14285714285714285,104.719230769231,14000.0,500.0,0.5,0.03571428571428571,0.05357142857142857,0.05357142857142857,0.375,0.375,2,0,,,,,,,,,,,,,,,,,,,
2021,13,01,10,07426,00005,2,0.0,50.0,0.0,100.0,104.719230769231,1290.0,1200.0,0.10600000000000001,0.0,82,3000.0,2.5,104.719230769231,2,1,4,2021,6,2021,3,1,0,0,0,0,0,2,7,,,1,0,0,1,0,0,0,0,0,KILOGRAMO,150.0,0.11627906976744186,104.719230769231,12169.811320754716,773.5849056603773,0.9302325581395349,0.03875968992248062,0.0,0.07751937984496124,0.0,0.6666666666666666,3,0,,,,,,,,,,,,,,,,,,,
2021,13,01,10,07426,00008,3,0.0,50.0,0.0,60.0,104.719230769231,2500.0,1400.0,0.2,0.0,100,2520.0,1.8,104.719230769231,2,1,6,2021,8,2021,1,1,0,0,0,0,0,2,7,,,1,0,0,1,0,0,0,0,0,KILOGRAMO,110.0,0.044,104.719230769231,12500.0,500.0,0.56,0.02,0.0,0.024,0.0,0.5454545454545454,3,0,,,,,,,,,,,,,,,,,,,
2021,13,01,10,07426,00033,6,0.0,0.0,0.0,250.0,104.719230769231,6500.0,3750.0,0.45,0.0,250,9160.0,2.6399999999999997,104.719230769231,2,1,3,2021,4,2021,3,1,0,0,0,0,0,2,7,,,1,0,0,0,1,0,0,0,0,UNIDADES,250.0,0.038461538461538464,104.719230769231,14444.444444444443,555.5555555555555,0.5769230769230769,0.0,0.0,0.038461538461538464,0.0,1.0,2,0,,,,,,,,,,,,,,,,,,,
2021,13,01,10,07426,00038,7,0.0,240.0,350.0,400.0,104.719230769231,5000.0,3500.0,0.4,0.0,250,7900.0,2.25,104.719230769231,2,1,4,2021,6,2021,1,1,0,0,0,0,0,3,8,,,1,0,0,1,0,0,0,0,0,KILOGRAMO,990.0,0.198,104.719230769231,12500.0,625.0,0.7,0.048,0.07,0.08,0.35353535353535354,0.40404040404040403,3,0,,,,,,,,,,,,,,,,,,,
2021,13,01,10,07426,00044,9,0.0,5.0,0.0,0.0,104.719230769231,120.0,0.0,0.01,0.0,10,0.0,,104.719230769231,2,1,7,2021,8,2021,3,1,0,0,0,0,0,2,7,,,,,,,,,,,,UNIDADES,5.0,0.041666666666666664,104.719230769231,12000.0,1000.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,2,0,,,,,,,,,,,,,,,,,,,
2021,13,01,10,07426,00062,11,0.0,50.0,100.0,100.0,104.719230769231,1600.0,1100.0,0.11,0.0,55,2200.0,2.0,104.719230769231,2,1,3,2021,5,2021,3,1,0,0,0,0,0,3,7,,,1,0,0,1,0,0,0,0,0,KILOGRAMO,250.0,0.15625,104.719230769231,14545.454545454546,500.0,0.6875,0.03125,0.0625,0.0625,0.4,0.4,3,0,,,,,,,,,,,,,,,,,,,
2021,13,01,10,07426,00064,12,0.0,180.0,720.0,0.0,104.719230769231,12000.0,12000.0,1.0,0.0,500,24000.0,2.0,104.719230769231,2,1,4,2021,5,2021,1,1,0,0,0,0,0,2,7,,,1,0,0,1,0,0,0,0,0,KILOGRAMO,900.0,0.075,104.719230769231,12000.0,500.0,1.0,0.015,0.06,0.0,0.8,0.0,2,0,,,,,,,,,,,,,,,,,,,
2021,13,01,10,07426,00076,14,0.0,0.0,2000.0,1000.0,104.719230769231,25000.0,25000.0,2.0,0.0,1000,100000.0,4.0,104.719230769231,2,1,6,2021,8,2021,1,1,0,0,0,0,0,2,7,,,1,0,0,1,0,0,0,0,0,KILOGRAMO,3000.0,0.12,104.719230769231,12500.0,500.0,1.0,0.0,0.08,0.04,0.6666666666666666,0.3333333333333333,3,0,,,,,,,,,,,,,,,,,,,
2021,13,02,02,07081,00001,1,0.0,1800.0,6750.0,5400.0,97.2392857142857,45000.0,45000.0,5.9,0.0,2415,252000.0,5.599999999999999,97.2392857142857,2,1,4,2021,6,2021,1,1,1,0,1,0,0,2,7,,,1,0,0,0,0,0,1,0,0,TONELADA,13950.0,0.31,97.2392857142857,7627.118644067797,409.32203389830505,1.0,0.04,0.15,0.12,0.4838709677419355,0.3870967741935484,3,0,,,,,,,,,,,,,,,,,,,
2021,13,02,02,07081,00013,3,0.0,0.0,12.0,6.0,97.2392857142857,20.0,0.0,0.02,0.0,10,0.0,,97.2392857142857,2,1,5,2021,6,2021,3,1,1,1,0,0,0,2,7,,,,,,,,,,,,KILOGRAMO,18.0,0.9,97.2392857142857,1000.0,500.0,0.0,0.0,0.6,0.3,0.6666666666666666,0.3333333333333333,2,1,,,,,,,,,,,,,,,,,,,
2021,13,02,02,07081,00016,4,0.0,0.0,30.0,16.0,97.2392857142857,200.0,100.0,0.03,0.0,15,200.0,2.0,97.2392857142857,2,1,5,2021,6,2021,3,1,1,1,1,0,0,2,7,,,0,1,0,0,1,0,0,0,0,CIENTOS,46.0,0.23,97.2392857142857,6666.666666666667,500.0,0.5,0.0,0.15,0.08,0.6521739130434783,0.34782608695652173,2,0,,,,,,,,,,,,,,,,,,,
2021,13,02,02,07081,00026,5,0.0,5.0,0.0,4.0,97.2392857142857,60.0,0.0,0.01,0.0,5,0.0,,97.2392857142857,2,1,4,2021,4,2021,3,1,1,1,1,0,0,2,7,,,,,,,,,,,,CIENTOS,9.0,0.15,97.2392857142857,6000.0,500.0,0.0,0.08333333333333333,0.0,0.06666666666666667,0.0,0.4444444444444444,1,0,,,,,,,,,,,,,,,,,,,
2021,13,02,02,07081,00072,9,0.0,0.0,5.0,6.0,97.2392857142857,60.0,10.0,0.01,0.0,5,20.0,2.0,97.2392857142857,2,1,7,2021,8,2021,3,1,1,1,1,0,0,2,7,,,1,1,0,0,0,0,0,1,0,CIENTOS,11.0,0.18333333333333332,97.2392857142857,6000.0,500.0,0.16666666666666666,0.0,0.08333333333333333,0.1,0.45454545454545453,0.5454545454545454,2,0,,,,,,,,,,,,,,,,,,,
2021,13,02,03,07091,00012,2,0.0,30.0,35.0,15.0,97.2392857142857,360.0,288.0,0.04,0.0,20,1008.0,3.5,97.2392857142857,2,1,7,2021,7,2021,3,0,0,0,0,0,0,2,7,,,1,1,0,0,1,0,0,1,0,UNIDADES,80.0,0.2222222222222222,97.2392857142857,9000.0,500.0,0.8,0.08333333333333333,0.09722222222222222,0.041666666666666664,0.4375,0.1875,1,0,,,,,,,,,,,,,,,,,,,
2021,13,02,03,07091,00053,6,0.0,1.0,0.0,0.0,97.2392857142857,27.0,0.0,0.002,0.0,1,0.0,,97.2392857142857,2,1,7,2021,8,2021,3,0,0,0,0,0,0,2,7,,,,,,,,,,,,UNIDADES,1.0,0.037037037037037035,97.2392857142857,13500.0,500.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,2,0,,,,,,,,,,,,,,,,,,,
2021,13,02,03,07091,00066,8,0.0,0.0,16.0,12.0,97.2392857142857,144.0,0.0,0.022,0.0,11,0.0,,97.2392857142857,2,1,6,2021,7,2021,3,0,1,0,0,0,0,2,7,,,,,,,,,,,,UNIDADES,28.0,0.19444444444444445,97.2392857142857,6545.454545454546,500.00000000000006,0.0,0.0,0.1111111111111111,0.08333333333333333,0.5714285714285714,0.42857142857142855,2,0,,,,,,,,,,,,,,,,,,,
2021,13,02,03,07091,00098,12,0.0,0.0,24.0,0.0,97.2392857142857,240.0,0.0,0.02,0.0,10,0.0,,97.2392857142857,2,1,2,2021,2,2021,3,0,0,0,0,0,0,4,7,,,,,,,,,,,,UNIDADES,24.0,0.1,97.2392857142857,12000.0,500.0,0.0,0.0,0.1,0.0,1.0,0.0,1,0,,,,,,,,,,,,,,,,,,,
2021,13,02,04,07094,00125,14,0.0,2.0,0.0,0.0,104.719230769231,70.0,0.0,0.004,0.0,4,0.0,,104.719230769231,2,1,3,2021,3,2021,3,0,1,0,0,0,0,2,7,,,,,,,,,,,,UNIDADES,2.0,0.02857142857142857,104.719230769231,17500.0,1000.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,1,0,,,,,,,,,,,,,,,,,,,
2021,13,02,06,07056,00139,14,0.0,1.0,0.0,0.0,97.2392857142857,9.0,0.0,0.001,0.0,1,0.0,,97.2392857142857,2,1,6,2021,7,2021,3,1,0,0,0,0,0,2,2,,,,,,,,,,,,UNIDADES,1.0,0.1111111111111111,97.2392857142857,9000.0,1000.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,2,0,,,,,,,,,,,,,,,,,,,
2021,13,04,02,06985,00012,2,0.0,50.0,0.0,65.0,104.719230769231,350.0,330.0,0.1,0.0,40,825.0,2.5,104.719230769231,2,1,4,2021,6,2021,1,1,1,1,0,0,0,5,7,,,1,0,1,0,0,0,0,0,0,KILOGRAMO,115.0,0.32857142857142857,104.719230769231,3500.0,400.0,0.9428571428571428,0.14285714285714285,0.0,0.18571428571428572,0.0,0.5652173913043478,3,0,,,,,,,,,,,,,,,,,,,
2021,13,04,02,06985,00051,8,0.0,250.0,425.0,250.0,104.719230769231,4500.0,4500.0,0.5,0.0,700,11250.0,2.5,104.719230769231,2,1,4,2021,5,2021,1,1,1,1,0,0,0,5,7,,,1,0,0,1,0,0,0,0,0,KILOGRAMO,925.0,0.20555555555555555,104.719230769231,9000.0,1400.0,1.0,0.05555555555555555,0.09444444444444444,0.05555555555555555,0.4594594594594595,0.2702702702702703,2,0,,,,,,,,,,,,,,,,,,,
2021,13,04,02,06985,00079,12,0.0,12.0,27.0,0.0,104.719230769231,250.0,200.0,0.03,0.0,25,440.0,2.2,104.719230769231,2,1,4,2021,6,2021,3,1,1,1,0,0,0,5,7,,,0,1,1,0,0,0,0,0,0,KILOGRAMO,39.0,0.156,104.719230769231,8333.333333333334,833.3333333333334,0.8,0.048,0.108,0.0,0.6923076923076923,0.0,3,0,,,,,,,,,,,,,,,,,,,
2021,13,06,04,07262,00028,4,0.0,0.0,0.0,25.0,94.2802197802198,66.0,66.0,0.025,0.0,10,150.0,2.2727,94.2802197802198,2,1,1,2021,2,2021,3,0,1,0,0,0,0,2,7,,,1,0,0,1,0,0,0,0,0,CIENTOS,25.0,0.3787878787878788,94.2802197802198,2640.0,400.0,1.0,0.0,0.0,0.3787878787878788,0.0,1.0,2,0,,,,,,,,,,,,,,,,,,,
2021,13,06,04,07262,00041,6,0.0,0.0,140.0,0.0,94.2802197802198,300.0,300.0,0.25,0.0,10,500.0,1.6667,94.2802197802198,2,1,12,2020,12,2020,1,0,1,0,0,0,0,2,2,,,1,0,0,1,0,0,0,0,0,CIENTOS,140.0,0.4666666666666667,94.2802197802198,1200.0,40.0,1.0,0.0,0.4666666666666667,0.0,1.0,0.0,1,1,,,,,,,,,,,,,,,,,,,
2021,13,06,04,07262,00073,10,0.0,0.0,500.0,400.0,94.2802197802198,4480.0,4200.0,1.0,0.0,400,15000.0,3.5714,94.2802197802198,2,1,11,2020,12,2020,1,1,0,0,0,0,0,3,7,,,1,0,0,1,0,0,0,0,0,CIENTOS,900.0,0.20089285714285715,94.2802197802198,4480.0,400.0,0.9375,0.0,0.11160714285714286,0.08928571428571429,0.5555555555555556,0.4444444444444444,2,0,,,,,,,,,,,,,,,,,,,
2021,13,06,04,07262,00075,11,0.0,0.0,160.0,120.0,94.2802197802198,250.0,250.0,0.25,0.0,200,1000.0,4.0,94.2802197802198,2,1,11,2020,11,2020,1,0,1,0,0,0,0,2,7,,,1,0,0,1,0,0,0,0,0,CIENTOS,280.0,1.12,94.2802197802198,1000.0,800.0,1.0,0.0,0.64,0.48,0.5714285714285714,0.42857142857142855,1,1,,,,,,,,,,,,,,,,,,,
2021,13,06,05,07287,00014,2,0.0,0.0,1.0,2.0,94.2802197802198,30.0,20.0,0.002,0.0,4,30.0,1.5,94.2802197802198,2,1,6,2021,7,2021,4,1,0,0,0,0,1,2,7,,,0,1,0,1,0,0,0,0,0,UNIDADES,3.0,0.1,94.2802197802198,15000.0,2000.0,0.6666666666666666,0.0,0.03333333333333333,0.06666666666666667,0.3333333333333333,0.6666666666666666,2,0,,,,,,,,,,,,,,,,,,,
2021,13,06,05,07287,00024,3,0.0,0.0,3.0,3.0,94.2802197802198,40.0,0.0,0.003,0.0,5,0.0,,94.2802197802198,2,1,12,2020,1,2021,4,1,0,0,0,0,1,2,7,,,,,,,,,,,,UNIDADES,6.0,0.15,94.2802197802198,13333.333333333334,1666.6666666666667,0.0,0.0,0.075,0.075,0.5,0.5,2,0,,,,,,,,,,,,,,,,,,,
2021,13,06,05,07287,00030,4,0.0,0.0,8.0,5.0,94.2802197802198,158.0,132.0,0.0105,0.0,21,528.0,4.0,94.2802197802198,2,1,10,2020,10,2020,4,1,0,0,0,0,1,2,7,,,0,1,0,1,0,0,0,0,0,UNIDADES,13.0,0.08227848101265822,94.2802197802198,15047.619047619046,1999.9999999999998,0.8354430379746836,0.0,0.05063291139240506,0.03164556962025317,0.6153846153846154,0.38461538461538464,1,0,,,,,,,,,,,,,,,,,,,
2021,13,06,05,07287,00045,6,0.0,10.0,30.0,25.0,94.2802197802198,320.0,300.0,0.025,0.0,50,750.0,2.5,94.2802197802198,2,1,1,2021,1,2021,4,1,0,0,0,0,0,2,7,,,0,1,0,1,0,0,0,0,0,UNIDADES,65.0,0.203125,94.2802197802198,12800.0,2000.0,0.9375,0.03125,0.09375,0.078125,0.46153846153846156,0.38461538461538464,1,0,,,,,,,,,,,,,,,,,,,
2021,13,06,05,07287,00046,7,0.0,0.0,25.0,30.0,94.2802197802198,515.0,450.0,0.0325,0.0,65,1175.0,2.708325,94.2802197802198,2,1,11,2020,1,2021,4,1,0,0,0,0,1,2,7,,,0,1,0,1,0,0,0,0,0,UNIDADES,55.0,0.10679611650485436,94.2802197802198,15846.153846153846,2000.0,0.8737864077669902,0.0,0.04854368932038835,0.05825242718446602,0.45454545454545453,0.5454545454545454,3,0,,,,,,,,,,,,,,,,,,,
2021,13,06,05,07287,00053,8,0.0,0.0,4.0,2.0,94.2802197802198,40.0,0.0,0.003,0.0,6,0.0,,94.2802197802198,2,1,5,2021,5,2021,4,1,0,0,0,0,1,2,7,,,,,,,,,,,,UNIDADES,6.0,0.15,94.2802197802198,13333.333333333334,2000.0,0.0,0.0,0.1,0.05,0.6666666666666666,0.3333333333333333,1,0,,,,,,,,,,,,,,,,,,,
2021,13,06,05,07287,00087,11,0.0,0.0,5.0,4.0,94.2802197802198,60.0,48.0,0.004,0.0,8,60.0,1.25,94.2802197802198,2,1,5,2021,6,2021,4,1,0,0,0,0,0,2,7,,,0,1,0,1,0,0,0,0,0,UNIDADES,9.0,0.15,94.2802197802198,15000.0,2000.0,0.8,0.0,0.08333333333333333,0.06666666666666667,0.5555555555555556,0.4444444444444444,2,0,,,,,,,,,,,,,,,,,,,
2021,13,06,05,07287,00088,12,0.0,0.0,12.0,10.0,94.2802197802198,150.0,142.5,0.01,0.0,20,285.0,2.0,94.2802197802198,2,1,1,2021,1,2021,4,1,0,0,0,0,0,2,7,,,1,0,0,1,0,0,0,0,0,UNIDADES,22.0,0.14666666666666667,94.2802197802198,15000.0,2000.0,0.95,0.0,0.08,0.06666666666666667,0.5454545454545454,0.45454545454545453,1,0,,,,,,,,,,,,,,,,,,,
2021,13,06,05,07287,00104,14,0.0,0.0,10.0,12.0,94.2802197802198,220.0,180.0,0.0155,0.0,31,580.0,3.1666666666666665,94.2802197802198,2,1,5,2021,5,2021,4,1,0,0,0,0,1,2,7,,,0,1,0,1,0,0,0,0,0,UNIDADES,22.0,0.1,94.2802197802198,14193.548387096775,2000.0,0.8181818181818182,0.0,0.045454545454545456,0.05454545454545454,0.45454545454545453,0.5454545454545454,1,0,,,,,,,,,,,,,,,,,,,
2021,13,06,14,07296,00017,2,0.0,0.0,1.0,0.0,94.2802197802198,10.0,6.0,0.001,0.0,5,21.0,3.5,94.2802197802198,2,1,10,2020,2,2021,4,1,1,0,0,0,0,2,7,,,1,0,0,1,0,0,0,0,0,KILOGRAMO,1.0,0.1,94.2802197802198,10000.0,5000.0,0.6,0.0,0.1,0.0,1.0,0.0,5,0,,,,,,,,,,,,,,,,,,,
2021,13,06,14,07296,00048,4,0.0,1.0,1.0,1.0,94.2802197802198,4.0,0.0,0.0004,0.0,1,0.0,,94.2802197802198,2,1,2,2021,2,2021,4,1,1,0,0,0,1,2,7,,,,,,,,,,,,UNIDADES,3.0,0.75,94.2802197802198,10000.0,2500.0,0.0,0.25,0.25,0.25,0.3333333333333333,0.3333333333333333,1,1,,,,,,,,,,,,,,,,,,,
2021,13,06,14,07296,00059,5,0.0,0.0,700.0,600.0,94.2802197802198,4375.0,4000.0,1.15,0.0,500,17200.0,3.6,94.2802197802198,2,1,1,2021,2,2021,1,1,1,1,0,0,1,2,7,,,1,0,0,1,0,0,0,0,0,UNIDADES,1300.0,0.29714285714285715,94.2802197802198,3804.347826086957,434.7826086956522,0.9142857142857143,0.0,0.16,0.13714285714285715,0.5384615384615384,0.46153846153846156,2,0,,,,,,,,,,,,,,,,,,,
2021,13,06,14,07296,00085,8,0.0,0.0,0.0,25.0,94.2802197802198,300.0,299.6,0.03,0.0,50,299.0,1.0,94.2802197802198,2,1,11,2020,12,2020,3,1,1,0,0,0,1,2,7,,,0,1,0,1,0,0,0,0,0,UNIDADES,25.0,0.08333333333333333,94.2802197802198,10000.0,1666.6666666666667,0.9986666666666667,0.0,0.0,0.08333333333333333,0.0,1.0,2,0,,,,,,,,,,,,,,,,,,,
2021,13,06,14,07296,00089,9,0.0,2.0,4.0,2.0,94.2802197802198,30.0,22.5,0.003,0.0,6,150.0,6.6667,94.2802197802198,2,1,10,2020,10,2020,4,1,1,0,0,0,0,2,7,,,1,0,0,1,0,0,0,0,0,UNIDADES,8.0,0.26666666666666666,94.2802197802198,10000.0,2000.0,0.75,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.5,0.25,1,0,,,,,,,,,,,,,,,,,,,
2021,13,06,14,07296,00096,10,0.0,0.0,10.0,10.0,94.2802197802198,100.0,50.0,0.01,0.0,20,50.0,1.0,94.2802197802198,2,1,9,2020,9,2020,3,0,1,0,0,0,0,2,7,,,1,0,0,1,0,0,0,0,0,UNIDADES,20.0,0.2,94.2802197802198,10000.0,2000.0,0.5,0.0,0.1,0.1,0.5,0.5,1,0,,,,,,,,,,,,,,,,,,,
2021,13,06,14,07296,00131,12,0.0,0.0,20.0,0.0,94.2802197802198,320.0,300.0,0.03,0.0,60,1200.0,4.0,94.2802197802198,2,1,3,2021,3,2021,3,1,1,0,0,0,1,2,7,,,1,0,0,1,0,0,0,0,0,UNIDADES,20.0,0.0625,94.2802197802198,10666.666666666668,2000.0,0.9375,0.0,0.0625,0.0,1.0,0.0,1,0,,,,,,,,,,,,,,,,,,,
